CCL,Floor,MinBuildingAge,BuildingNum,UnitNum,x,y,GFA,CLASS_NUM,TYPE_NUM,WIFIHK_NUM,POI_DIVERSITY,SMK_TYPE,RGD_TYPE,BUS_TYPE,MIN_TYPE,MAL_TYPE,CVS_TYPE,RCP_TYPE,CPO_TYPE,SGD_TYPE,PLG_TYPE,BAS_TYPE,CMC_TYPE,TOI_TYPE,POB_TYPE,KDG_TYPE,CHU_TYPE,PRS_TYPE,SES_TYPE,EES_TYPE,PAV_TYPE,LIB_TYPE,SMK_DIST,RGD_DIST,BUS_DIST,MIN_DIST,MAL_DIST,CVS_DIST,RCP_DIST,CPO_DIST,SGD_DIST,PLG_DIST,BAS_DIST,CMC_DIST,TOI_DIST,POB_DIST,KDG_DIST,CHU_DIST,PRS_DIST,SES_DIST,EES_DIST,PAV_DIST,LIB_DIST,New_price
183.27,1,21,1,86,835933,819714,1088,15,76,355,4.103634144,28,48,12,18,41,78,26,29,13,6,14,13,23,39,49,72,22,23,45,29,4,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,14.58
183.27,1,36,5,2800,837303,822639,479,14,53,113,4.00435463,8,15,6,15,10,18,28,30,27,15,19,16,20,16,49,21,11,8,34,92,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.86
183.27,9,40,1,52,835557,819167,343,15,79,316,4.01712626,31,40,9,14,43,92,26,29,11,10,8,8,20,34,44,54,16,8,45,31,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8
183.27,1,31,2,560,831079,823264,626,13,55,48,3.844804494,4,8,7,14,5,10,27,34,2,8,3,3,7,12,10,6,3,5,42,24,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,6.3
183.27,1,9,2,286,833166,821729,821,15,60,75,4.078394946,11,16,12,11,17,31,15,41,10,7,6,3,15,15,41,18,12,11,39,31,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,10.45
183.27,1,44,99,13115,832443,822093,780,14,57,61,3.974146279,7,13,9,10,12,21,22,36,4,5,4,3,15,13,30,7,5,4,37,26,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8.7
183.27,1,23,4,798,838868,822495,568,15,63,147,4.111305495,18,19,11,27,12,39,34,53,28,16,24,18,21,20,56,42,18,16,63,86,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,8
183.27,1,25,8,4864,841667,820173,798,15,57,121,4.142298653,12,22,16,20,13,29,35,24,22,7,20,14,15,23,65,29,14,16,34,59,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.1
183.27,2,22,12,4020,838532,823433,694,14,51,83,4.022658616,10,13,6,9,6,16,28,25,23,11,18,15,10,9,42,24,11,8,24,69,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4.68
183.27,8,47,1,80,835642,820434,675,16,71,214,4.062321212,31,51,10,15,35,78,18,28,25,9,12,7,24,41,73,84,31,23,49,43,5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,7.93
183.27,1,38,2,392,833905,822410,394,16,62,102,4.115897636,14,16,8,8,25,32,15,45,13,7,13,8,18,18,30,50,15,10,26,28,2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,4
183.27,1,12,7,1159,838336,821599,678,16,65,134,4.143432602,13,23,12,18,10,35,22,33,28,12,17,10,32,19,31,21,14,7,38,66,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.95
183.27,1,21,1,52,835515,820787,252,16,63,241,4.083732517,33,42,11,15,26,79,24,27,30,13,15,12,26,42,89,84,28,23,51,57,6,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,4.1
183.27,6,44,99,13115,832223,821914,860,14,53,36,3.920215648,6,12,5,6,6,11,19,28,4,5,4,2,14,9,27,6,3,4,35,23,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,7.6
183.27,1,30,7,3680,838677,822515,579,15,63,179,4.121731264,22,23,14,23,13,40,41,53,36,16,29,24,21,21,63,45,19,16,60,98,6,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,6.88
183.27,9,19,5,1616,833409,821537,783,14,62,92,4.115064674,13,13,12,12,22,35,19,43,8,6,8,9,18,21,41,21,15,9,40,35,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,10.5
183.27,1,29,1,78,837496,820430,377,15,66,94,4.097594943,17,22,6,9,7,28,20,29,20,10,13,7,19,20,58,42,24,16,46,21,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.7
183.27,1,44,25,2730,837372,818649,650,15,65,150,4.09153144,14,24,7,6,14,35,14,29,11,7,9,8,14,17,50,23,11,5,25,26,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5
183.27,2,3,2,514,834640,820180,197,16,64,173,4.08009379,26,39,13,23,26,63,18,28,8,11,12,7,17,25,60,47,12,11,29,51,4,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,5.87
183.27,4,41,4,704,831144,823195,604,13,53,38,3.806795215,3,8,7,10,4,10,27,34,2,8,3,3,5,12,10,6,3,5,42,24,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.45
183.27,1,17,6,2248,833475,821776,624,15,66,106,4.119708568,18,17,12,13,30,39,18,46,11,7,9,10,20,22,47,36,16,11,44,45,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8.65
183.27,2,23,1,36,830536,826121,546,15,73,154,4.071388677,13,27,6,22,24,46,57,60,14,13,15,14,25,24,50,38,13,8,49,65,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,10.28
183.27,3,21,9,2935,834899,819608,645,16,70,312,4.060195324,26,45,14,21,44,74,14,29,6,12,7,9,17,26,39,53,15,10,36,39,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11.8
183.27,2,34,1,72,833990,815992,401,15,84,158,3.937701067,22,36,34,5,22,55,12,27,4,10,4,3,40,65,34,17,12,5,48,40,2,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,4.78
183.27,7,23,1,36,830536,826121,546,15,73,154,4.071388677,13,27,6,22,24,46,57,60,14,13,15,14,25,24,50,38,13,8,49,65,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5.43
183.27,9,31,88,10285,837674,818623,973,15,57,137,4.036102999,12,20,6,6,14,33,9,26,7,6,6,5,10,15,46,18,10,3,17,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.33
183.27,3,0,4,688,840183,819617,515,14,65,104,4.057604245,8,24,6,12,12,38,15,49,10,9,10,5,13,25,23,26,8,5,24,31,2,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,11.28
183.27,1,7,1,84,834656,821796,529,15,74,193,4.100526354,27,29,12,10,27,54,32,35,17,13,19,17,26,30,71,79,21,13,43,71,6,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,6.47
183.27,1,43,2,503,842161,818831,603,14,61,115,4.106295784,11,19,11,12,12,25,29,37,26,1,19,16,15,16,59,23,13,11,24,47,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,6
183.27,1,41,1,90,834883,819995,505,16,70,201,4.054948778,29,48,14,25,44,81,17,31,12,10,11,5,19,34,62,59,16,14,38,48,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.79
183.27,2,18,1,71,835716,819952,347,15,73,354,4.093348475,30,55,12,20,40,82,23,30,17,11,12,11,21,39,51,83,25,23,47,44,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,4.5
183.27,1,41,12,1800,836514,819625,582,15,70,125,4.130266895,18,33,4,11,25,43,23,21,21,10,14,10,18,34,50,52,28,25,53,33,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,6.78
183.27,4,31,88,10285,837674,818623,821,15,57,137,4.036102999,12,20,6,6,14,33,9,26,7,6,6,5,10,15,46,18,10,3,17,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11.45
183.27,1,30,1,136,835034,820138,485,16,72,220,4.046494685,37,52,14,25,46,90,20,35,16,12,12,5,22,38,73,73,18,15,40,51,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.8
183.27,2,0,14,1437,835255,818376,522,15,85,285,3.926770103,24,22,6,8,28,74,12,39,5,9,2,5,20,28,22,40,11,8,30,18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13.93
183.27,5,5,9,1429,836791,820061,595,14,65,111,4.028979366,17,28,6,9,6,28,27,33,22,8,14,12,16,27,83,55,28,22,50,26,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,11.18
183.27,1,12,1,62,835428,818791,401,15,84,267,4.028581348,25,35,7,12,32,78,18,33,7,11,7,6,22,25,26,44,16,12,38,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.4
183.27,1,31,88,10285,837674,818623,597,15,57,137,4.036102999,12,20,6,6,14,33,9,26,7,6,6,5,10,15,46,18,10,3,17,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.9
183.27,1,42,1,87,832749,816512,360,15,70,102,4.07494326,24,28,6,6,10,38,13,21,6,16,8,8,30,32,56,24,18,9,28,30,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.23
183.27,2,38,1,208,833995,822403,343,16,60,103,4.086067438,15,16,7,9,25,33,15,46,13,6,13,7,18,19,33,52,13,8,25,29,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.18
183.27,2,6,1,216,837300,818945,430,15,69,175,4.093613028,16,29,9,8,16,43,21,33,14,11,13,11,18,19,70,30,16,6,32,31,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.1
183.27,2,35,19,4896,840323,820616,480,14,62,111,4.04536214,15,32,9,17,14,31,30,48,13,14,20,8,27,21,35,30,13,12,36,97,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6.48
183.27,3,37,22,5904,839284,820516,470,14,58,77,4.144673204,12,17,8,14,11,21,13,34,8,5,7,4,7,17,21,14,9,3,18,13,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,6.52
183.27,2,37,3,600,839638,822391,447,14,54,69,4.110059123,10,10,8,20,6,20,17,28,14,15,6,11,19,13,29,21,11,12,46,48,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.71
183.27,8,5,9,1429,836819,819814,590,14,62,111,4.113150873,20,32,6,10,9,32,27,33,25,11,16,12,16,26,69,50,26,25,47,29,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,12.79
183.27,3,22,12,4020,838532,823433,851,14,51,83,4.022658616,10,13,6,9,6,16,28,25,23,11,18,15,10,9,42,24,11,8,24,69,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,6.64
183.27,3,37,22,5904,839284,820516,474,14,58,77,4.144673204,12,17,8,14,11,21,13,34,8,5,7,4,7,17,21,14,9,3,18,13,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,5.3
183.27,5,27,2,176,836854,820464,705,15,68,97,3.98510748,18,25,4,8,6,22,24,25,25,10,17,10,19,24,98,55,38,29,49,21,3,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,8.4
183.27,1,34,4,480,834955,820563,453,16,69,266,4.055558172,34,45,17,22,36,91,25,33,16,9,10,11,26,34,76,79,17,16,39,55,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.6
183.27,2,6,1,187,833785,822188,316,15,67,113,4.114309716,16,18,12,10,27,35,16,48,14,8,14,9,17,20,44,52,18,13,38,40,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.28
183.27,3,22,5,1669,837012,818437,675,15,72,171,4.117049119,15,23,8,6,22,41,15,37,11,7,11,7,14,19,45,21,14,6,21,24,4,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,10.3
183.27,2,28,38,8069,841614,818623,639,15,72,113,4.110302321,9,18,11,11,12,25,18,45,19,3,16,8,14,21,46,18,10,9,26,38,4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,7.5
183.27,5,18,16,601,836076,822449,1433,14,58,62,3.752903156,3,8,5,7,1,10,12,16,7,12,8,3,18,12,44,11,8,9,27,65,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,28
183.27,7,42,5,150,836680,820932,1021,16,70,70,3.821331213,10,24,2,5,3,14,17,17,27,7,17,4,22,20,108,38,41,35,46,30,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,16.94
183.27,2,44,99,13115,832223,821914,680,14,53,36,3.920215648,6,12,5,6,6,11,19,28,4,5,4,2,14,9,27,6,3,4,35,23,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,6.48
183.27,6,34,4,480,834930,820561,484,16,69,263,4.052212621,34,45,17,22,36,90,25,33,16,9,9,11,26,34,76,77,15,16,40,56,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.75
183.27,1,0,4,688,840183,819617,520,14,65,104,4.057604245,8,24,6,12,12,38,15,49,10,9,10,5,13,25,23,26,8,5,24,31,2,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,10.96
183.27,1,6,1,441,835713,820006,407,15,72,345,4.088849597,29,52,10,20,40,82,23,29,19,12,15,9,22,39,55,86,26,22,49,43,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,8
183.27,2,41,7,970,831938,822229,498,14,55,44,3.928861796,6,13,3,7,6,11,22,19,5,6,4,3,13,9,23,7,4,5,40,28,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,5.05
183.27,8,19,1,64,835703,819803,347,15,75,359,4.082274214,29,52,12,24,42,85,24,33,11,11,10,10,23,39,43,76,22,20,52,41,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,4.4
183.27,8,0,14,1437,835285,818338,331,15,84,298,3.913998571,25,22,6,10,33,77,12,40,4,9,2,5,19,28,22,40,11,8,30,18,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,8.78
183.27,2,30,7,3680,838677,822515,579,15,63,179,4.121731264,22,23,14,23,13,40,41,53,36,16,29,24,21,21,63,45,19,16,60,98,6,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,6.3
183.27,7,48,4,379,837411,818909,517,15,66,166,4.117077567,15,27,8,9,14,42,17,32,14,11,13,11,17,19,59,27,14,5,28,30,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.9
183.27,1,44,99,13115,832223,821914,840,14,53,36,3.920215648,6,12,5,6,6,11,19,28,4,5,4,2,14,9,27,6,3,4,35,23,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,8.4
183.27,6,21,9,2935,834873,819714,982,16,69,311,4.029752253,25,45,13,22,47,76,13,29,8,10,6,8,17,27,48,54,16,9,36,37,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,17.7
183.27,3,21,3,1919,832119,822673,705,14,55,45,3.930908444,7,13,3,13,6,11,40,25,5,7,5,3,15,12,22,8,4,6,38,31,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,6.05
183.27,4,19,5,1616,833409,821537,680,14,62,92,4.115064674,13,13,12,12,22,35,19,43,8,6,8,9,18,21,41,21,15,9,40,35,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,9.65
183.27,3,57,1,25,841195,819622,380,15,74,155,4.104993969,10,31,13,10,10,41,33,62,22,12,19,11,25,34,53,44,15,18,46,58,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.28
183.27,4,43,1,156,837298,819469,360,15,67,172,4.156765782,21,33,7,9,15,44,25,35,21,13,16,13,23,23,63,42,21,19,41,38,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.1
183.27,1,31,88,10285,837674,818623,469,15,57,137,4.036102999,12,20,6,6,14,33,9,26,7,6,6,5,10,15,46,18,10,3,17,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.33
183.27,3,31,88,10285,837674,818623,469,15,57,137,4.036102999,12,20,6,6,14,33,9,26,7,6,6,5,10,15,46,18,10,3,17,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.18
183.27,1,38,8,2016,840338,820275,334,14,63,105,4.021030753,12,31,8,14,12,37,22,54,16,12,14,7,24,26,33,33,11,9,29,83,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4.05
183.27,1,35,19,4896,840323,820616,480,14,62,111,4.04536214,15,32,9,17,14,31,30,48,13,14,20,8,27,21,35,30,13,12,36,97,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6.35
183.27,7,32,1,44,834805,821499,390,16,75,218,4.088378504,32,34,12,10,24,63,34,31,23,15,27,20,29,30,87,90,23,20,45,82,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.86
183.27,1,8,1,299,841334,819548,588,15,74,151,4.119404896,10,33,14,15,11,44,34,64,25,10,17,13,23,36,54,39,14,18,46,58,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.3
183.27,1,12,5,723,840028,822296,867,14,49,49,4.025279628,7,9,6,22,4,14,18,26,7,10,7,8,16,10,21,12,6,8,39,45,2,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,10
183.27,3,27,32,1816,835971,821580,703,15,65,120,3.874720078,11,18,7,5,5,24,21,22,27,15,20,9,25,22,120,40,33,26,45,79,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,11.45
183.27,2,32,3,2238,840456,820795,376,13,59,114,3.997283359,13,29,9,17,16,26,33,45,15,13,21,10,29,22,48,30,13,11,39,115,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.7449
183.27,1,37,22,5904,814323,826006,474,15,52,46,3.977783586,4,3,5,3,7,8,16,18,7,6,10,6,12,5,28,5,7,6,25,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.2
183.27,2,45,3,648,840210,820764,458,14,60,116,4.058934009,15,28,9,19,15,28,28,50,17,14,21,9,29,23,46,28,16,11,30,97,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.56
183.27,1,20,7,2470,837235,818194,770,15,64,148,4.029502429,12,18,7,5,17,33,8,27,6,6,9,4,10,16,43,13,10,1,14,16,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,11.88
183.27,2,25,2,690,838879,822812,511,15,62,132,4.105956942,15,17,11,20,10,33,32,45,31,13,24,20,15,18,54,39,16,11,45,75,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.2
183.27,1,24,2,334,836471,819678,955,15,71,132,4.132575294,18,36,7,13,29,50,23,22,19,9,13,10,16,34,50,53,26,26,56,32,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13.3
183.27,1,4,6,930,838727,821043,356,14,55,71,4.238934503,14,19,11,17,7,18,12,27,17,9,13,6,13,13,19,11,10,7,30,12,3,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,8.5
183.27,3,2,1,76,834701,820759,181,16,74,194,3.987589938,31,39,11,13,26,72,23,32,11,9,11,13,22,31,91,72,13,15,37,75,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7.1
183.27,7,28,38,8069,841609,818498,669,15,70,104,4.050568362,8,17,9,6,11,23,16,43,16,1,15,8,14,19,42,15,8,5,21,36,4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,8.08
183.27,4,19,5,1616,833409,821537,680,14,62,92,4.115064674,13,13,12,12,22,35,19,43,8,6,8,9,18,21,41,21,15,9,40,35,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,9.78
183.27,1,35,19,4896,840323,820616,371,14,62,111,4.04536214,15,32,9,17,14,31,30,48,13,14,20,8,27,21,35,30,13,12,36,97,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5.25
183.27,3,16,1,212,837882,821313,1214,16,69,104,4.077890801,13,28,6,12,6,28,20,34,28,13,14,4,31,16,37,35,18,11,31,64,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4.07
183.27,3,16,5,1782,838004,820009,1091,14,55,55,4.065443399,12,15,5,4,6,23,13,25,10,8,8,6,12,12,38,26,16,6,31,9,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,13.87
183.27,2,22,9,2314,834248,819983,609,15,57,72,4.066203834,13,18,6,13,12,20,10,21,6,5,6,5,10,14,45,24,9,9,20,36,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,10.5
183.27,6,19,5,1616,833384,821500,667,14,61,89,4.110926641,13,14,12,12,20,33,19,42,8,6,8,9,17,20,41,15,15,9,41,36,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,9.05
183.27,5,16,5,1514,834462,820361,617,16,63,120,4.037115451,25,33,9,13,18,52,20,23,7,9,9,7,19,21,58,41,11,8,27,57,4,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10.95
183.27,1,2,1,76,834701,820759,181,16,74,194,3.987589938,31,39,11,13,26,72,23,32,11,9,11,13,22,31,91,72,13,15,37,75,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.68
183.27,2,35,3,594,840992,819491,695,15,72,138,4.104088723,11,30,12,8,11,41,26,60,21,12,17,9,22,31,41,43,11,15,41,47,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.63
183.27,2,1,7,667,846295,817163,844,11,23,6,3.379714446,1,0,2,3,1,4,0,6,4,0,0,2,1,3,6,0,1,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,27.21
183.27,1,20,7,2470,837232,818266,770,15,65,148,4.033510425,12,21,7,5,17,33,9,29,7,6,9,4,10,17,43,13,10,1,16,19,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,10
183.27,1,46,1,61,836845,822526,559,15,57,67,4.016570281,6,17,6,8,7,15,19,25,18,11,13,6,18,14,53,17,13,11,26,61,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,8.28
183.27,8,5,6,561,836697,819770,483,15,65,109,4.116493096,17,34,5,10,11,33,26,26,22,9,16,11,17,25,61,48,26,23,49,30,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5.3
183.27,2,30,17,4110,841959,818737,910,15,70,132,4.104971948,12,19,11,10,13,27,28,43,23,2,18,15,14,20,58,22,12,10,27,46,5,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,9.96
183.27,1,6,1,187,833785,822188,273,15,67,113,4.114309716,16,18,12,10,27,35,16,48,14,8,14,9,17,20,44,52,18,13,38,40,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.45
183.27,1,32,3,420,835362,832465,697,9,15,1,2.68234017,0,2,0,3,0,0,3,2,0,0,0,0,3,1,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6.2
183.27,1,33,1,92,837209,819254,453,15,67,186,4.140011582,19,33,6,11,17,41,24,34,17,13,15,14,18,22,65,38,18,13,39,39,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5.08
183.27,3,1,7,667,846360,817150,557,11,23,6,3.379714446,1,0,2,3,1,4,0,6,4,0,0,2,1,3,6,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,16.37
183.27,3,5,17,1169,838727,821043,844,14,55,71,4.238934503,14,19,11,17,7,18,12,27,17,9,13,6,13,13,19,11,10,7,30,12,3,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,19.3
183.27,3,35,19,4896,840323,820616,371,14,62,111,4.04536214,15,32,9,17,14,31,30,48,13,14,20,8,27,21,35,30,13,12,36,97,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5.76
183.27,1,18,8,1829,834104,820010,728,15,49,55,4.054403926,13,12,5,11,12,18,8,18,6,4,7,4,9,12,40,14,5,5,15,30,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,10.6
183.27,2,38,8,2016,840338,820275,397,14,63,105,4.021030753,12,31,8,14,12,37,22,54,16,12,14,7,24,26,33,33,11,9,29,83,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5.05
183.27,1,9,2,327,834588,821970,611,15,75,181,4.109074916,26,24,11,10,28,53,29,35,16,11,20,16,25,28,58,75,19,13,42,62,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.58
183.27,3,21,1,180,837625,819485,796,14,61,152,4.14175136,18,26,6,6,15,41,18,31,17,11,14,8,19,20,50,29,16,9,32,29,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.3
183.27,2,18,1,319,837158,820216,918,15,65,103,4.086896332,18,28,6,10,8,29,24,32,22,11,15,10,19,23,66,54,26,22,48,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14.6
183.27,1,31,88,10285,837664,818258,597,15,56,131,3.991880101,12,13,6,3,13,27,8,21,4,4,6,5,9,13,43,12,10,1,13,14,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,8.68
