CCL,Floor,MinBuildingAge,BuildingNum,UnitNum,x,y,GFA,CLASS_NUM,TYPE_NUM,WIFIHK_NUM,POI_DIVERSITY,SMK_TYPE,RGD_TYPE,BUS_TYPE,MIN_TYPE,MAL_TYPE,CVS_TYPE,RCP_TYPE,CPO_TYPE,SGD_TYPE,PLG_TYPE,BAS_TYPE,CMC_TYPE,TOI_TYPE,POB_TYPE,KDG_TYPE,CHU_TYPE,PRS_TYPE,SES_TYPE,EES_TYPE,PAV_TYPE,LIB_TYPE,SMK_DIST,RGD_DIST,BUS_DIST,MIN_DIST,MAL_DIST,CVS_DIST,RCP_DIST,CPO_DIST,SGD_DIST,PLG_DIST,BAS_DIST,CMC_DIST,TOI_DIST,POB_DIST,KDG_DIST,CHU_DIST,PRS_DIST,SES_DIST,EES_DIST,PAV_DIST,LIB_DIST,New_price
186.99,1,2,17,1620,835253,833218,640,15,43,38,3.997155492,3,9,2,9,2,7,13,23,4,2,2,5,6,5,13,7,4,7,13,22,2,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,11.52
186.99,3,6,7,536,844784,818254,976,14,39,47,3.819688904,12,3,7,8,14,20,3,20,8,0,4,8,5,11,62,6,11,9,15,8,4,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,21.57
186.99,1,29,7,1280,832408,839203,533,15,64,70,4.140288637,11,21,6,11,11,20,23,28,17,16,13,8,14,11,48,14,9,11,20,44,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5.35
186.99,1,12,3,548,831436,825885,702,15,61,106,3.970568213,13,30,6,11,17,26,49,62,15,15,22,14,31,24,55,29,11,11,41,117,7,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,7.5
186.99,4,0,66,19267,846048,817474,957,11,24,6,3.354697164,1,0,2,2,1,4,0,6,7,0,0,2,1,3,6,0,1,0,7,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,9.86
186.99,1,13,31,5290,824361,823858,726,15,39,6,3.7719652,1,6,2,0,2,3,4,1,0,2,2,0,7,2,3,2,1,0,8,5,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,6.9
186.99,3,24,4,1424,844642,820192,568,14,56,82,4.082815228,10,7,4,12,15,25,24,31,19,8,13,6,13,12,50,28,12,14,36,38,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.88
186.99,2,17,4,1624,830078,825288,497,15,77,165,4.053977431,18,31,10,24,33,56,38,68,14,12,12,15,17,27,59,44,16,7,50,75,3,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,6.55
186.99,4,14,28,2830,822638,824850,525,11,17,0,2.89192769,1,3,2,2,1,0,4,8,0,1,0,0,3,1,0,0,0,0,2,17,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,4.18
186.99,3,18,2,544,815149,827177,617,14,68,82,4.014298816,10,12,12,3,11,20,25,46,9,13,10,7,17,12,37,20,9,12,44,54,3,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,7.36
186.99,6,25,7,2184,845314,819730,588,13,52,71,4.072844264,12,10,7,15,16,22,34,32,14,6,12,7,14,15,60,26,12,10,34,41,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.28
186.99,3,24,2,448,816288,829573,646,14,52,57,3.870067995,5,11,3,2,7,8,20,26,5,6,7,4,11,9,27,19,3,1,24,40,2,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,6.45
186.99,2,37,4,2112,830894,840305,525,14,58,89,4.095308537,9,28,8,9,13,21,25,39,12,11,17,5,17,12,34,15,12,5,22,47,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,4.5
186.99,1,35,52,10642,838920,827312,395,15,66,60,4.022090417,9,12,9,8,11,17,23,65,10,10,12,6,12,9,31,28,9,15,30,20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,5.6
186.99,1,24,16,3800,814648,827381,504,13,53,45,3.845330806,5,10,5,2,4,13,19,30,6,10,10,6,9,7,27,12,5,9,36,56,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,3.68
186.99,1,23,12,3026,814480,827148,693,14,58,46,3.928530744,6,8,5,1,4,12,21,24,9,10,11,5,11,7,29,13,9,10,36,49,2,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,4.33
186.99,1,20,16,4176,839239,826850,826,14,60,40,4.030213773,7,9,6,7,11,16,22,49,10,5,6,6,8,8,25,24,8,9,23,17,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6.83
186.99,3,20,16,4176,839267,826768,738,14,58,41,4.02491219,7,8,6,7,11,16,23,45,10,5,6,6,6,6,23,23,8,9,24,10,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,5.98
186.99,4,20,16,4176,839197,826718,738,14,58,49,4.016939954,7,10,7,8,10,14,21,47,10,6,7,5,7,7,32,21,6,8,21,11,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,5.45
186.99,2,24,16,3800,814626,827329,694,13,53,43,3.869385984,5,9,5,2,4,12,19,29,6,10,12,5,11,7,27,11,6,9,37,52,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,4.65
186.99,3,39,4,624,840789,829742,736,14,37,8,4.027529877,3,6,2,0,4,6,4,9,2,2,1,3,2,3,9,3,2,2,10,10,3,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,5.55
186.99,1,23,12,3026,814592,827098,504,14,59,51,3.910947765,6,8,6,1,4,12,22,27,9,12,11,6,11,7,36,13,9,10,37,51,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,3.65
186.99,1,19,16,5120,818032,836176,854,15,46,77,3.982602049,7,11,11,4,8,19,26,18,9,9,12,8,12,8,66,11,18,12,28,46,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.35
186.99,3,6,9,2649,846419,817655,968,11,23,7,3.398436068,1,0,2,2,1,3,0,5,4,0,0,2,1,3,6,0,1,0,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,9.4
186.99,1,25,27,1430,834804,833655,1046,15,52,60,4.098630196,6,17,4,14,4,17,20,29,5,6,4,6,10,10,21,24,6,10,16,21,2,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1.4
186.99,1,22,5,1264,815096,827029,1123,14,65,69,3.982298056,9,11,9,5,7,15,29,44,9,13,10,7,15,9,37,15,10,14,44,52,2,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,9.8
186.99,4,16,3,922,831222,839563,894,14,55,77,4.154735124,8,20,7,10,12,20,21,26,14,12,14,6,14,9,32,14,10,7,18,43,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8.5
186.99,1,4,2,296,832754,839864,294,15,63,61,4.088280297,8,19,5,9,9,18,27,22,13,14,7,6,16,11,37,10,7,5,16,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.75
186.99,1,40,19,4516,829090,826628,404,14,46,41,3.854959566,8,8,2,4,7,16,42,34,5,5,6,2,9,12,19,5,3,6,23,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.7
186.99,5,24,10,3966,844949,819111,504,14,50,68,3.967318417,12,7,7,10,19,20,15,30,16,5,10,10,11,12,86,17,16,11,28,34,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.95
186.99,2,21,8,3200,835588,815277,502,16,87,197,3.974754271,11,36,17,5,18,44,12,54,4,13,6,6,19,39,20,21,7,5,28,14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,5.29
186.99,2,21,8,3200,835588,815277,568,16,87,197,3.974754271,11,36,17,5,18,44,12,54,4,13,6,6,19,39,20,21,7,5,28,14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,6.03
186.99,1,3,9,1122,839200,832200,465,13,28,21,3.689433924,3,2,3,7,0,2,7,13,1,1,1,0,3,6,2,1,2,2,11,10,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,8.58
186.99,5,36,4,704,835317,834865,362,13,65,132,4.156519646,15,25,15,10,18,29,41,48,13,18,18,18,16,15,59,48,14,17,29,53,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.35
186.99,1,35,52,10642,839034,827652,544,15,64,50,4.040387158,9,8,8,8,9,16,19,57,9,9,11,6,10,10,24,22,8,13,28,16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,7.86
186.99,1,20,16,4176,839239,826850,826,14,60,40,4.030213773,7,9,6,7,11,16,22,49,10,5,6,6,8,8,25,24,8,9,23,17,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6.95
186.99,2,39,4,624,840881,829864,722,13,37,7,4.023160749,3,7,2,0,4,6,4,10,2,2,2,3,4,3,9,2,2,2,11,11,3,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,5.4
186.99,2,33,6,2012,831308,840909,668,14,54,76,4.089243276,8,31,5,7,10,19,17,30,11,10,16,5,15,9,31,15,9,5,16,39,2,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,5.4
186.99,1,27,11,640,836111,824869,1203,14,46,36,4.099443411,4,6,3,7,7,9,24,20,8,6,3,8,9,7,20,11,6,7,17,19,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,14.28
186.99,2,9,40,236,818052,832616,540,14,37,8,3.905063688,3,6,3,2,1,4,16,13,2,4,4,1,11,4,7,3,1,2,15,10,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,6.9
186.99,2,8,9,1620,820424,833094,557,14,61,53,4.065747597,8,7,2,5,9,22,19,31,9,8,10,1,23,10,21,14,9,9,17,24,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,7.3
186.99,9,20,14,1618,821432,834501,868,15,61,68,4.096943787,13,15,6,16,13,41,20,35,9,8,11,6,34,14,39,24,8,7,16,19,2,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,8.5
186.99,1,12,16,4090,821852,833612,621,15,49,49,4.038605309,12,10,3,15,12,31,22,24,2,5,3,3,23,12,24,19,5,8,25,14,2,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,8.28
186.99,7,2,30,1982,818026,825854,318,13,23,3,3.362431766,2,1,1,0,2,1,11,16,0,3,0,0,5,6,7,0,3,0,15,11,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,4.77
186.99,2,7,3,988,828775,823732,535,14,56,74,4.081074644,14,17,11,14,14,17,34,38,15,10,19,9,11,9,49,16,10,5,28,53,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.85
186.99,3,11,69,5327,812795,817057,1013,14,41,31,3.913630092,7,2,8,0,4,11,4,5,3,1,3,2,4,6,20,3,5,4,11,16,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,9.55
186.99,6,2,30,1982,818049,825860,325,13,22,3,3.362431766,2,1,1,0,2,1,11,16,0,3,0,0,5,6,7,0,3,0,15,11,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,5.15
186.99,2,22,21,6768,844647,820468,515,14,54,67,4.076661126,7,7,3,8,10,20,28,30,16,7,9,6,11,12,29,22,9,12,33,37,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6.53
186.99,2,23,2,700,832358,824760,696,14,54,53,4.029996289,7,19,8,8,10,18,26,37,9,13,13,5,16,11,34,21,6,6,21,57,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.95
186.99,1,6,13,2339,812822,817421,601,14,36,14,3.813205978,5,2,7,0,3,6,2,3,2,1,2,1,2,4,14,1,4,3,9,16,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,8.38
186.99,1,25,3,666,835668,826527,1110,14,44,33,4.02845645,3,7,4,5,4,13,16,13,3,2,5,1,3,7,13,7,6,6,22,18,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,11
186.99,3,12,16,4090,821852,833612,687,15,49,49,4.038605309,12,10,3,15,12,31,22,24,2,5,3,3,23,12,24,19,5,8,25,14,2,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,9.16
186.99,5,0,5,160,846295,817163,921,11,23,6,3.379714446,1,0,2,3,1,4,0,6,4,0,0,2,1,3,6,0,1,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,20.45
186.99,6,15,9,3771,843983,818402,1197,14,34,35,3.691298419,7,0,4,5,8,14,4,12,2,0,4,6,1,6,44,3,7,9,16,17,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,15.13
188.52,7,35,22,4080,835471,834808,482,13,66,138,4.153547833,16,25,17,11,19,32,41,47,13,19,18,18,19,15,62,48,16,14,29,60,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5
188.52,1,37,1,24,838244,829171,1950,12,32,27,3.904012212,5,9,3,10,4,9,12,19,3,2,1,1,10,10,9,3,3,0,15,6,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,26
188.52,8,56,1,6,839344,832114,251,13,29,23,3.589621058,3,2,3,6,0,2,13,15,1,1,1,0,4,4,2,1,1,1,9,5,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.8
188.52,6,22,10,2824,828988,824835,666,15,54,56,3.927812064,14,9,7,10,14,19,16,32,13,7,11,6,11,7,43,14,10,4,28,72,3,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,8.59
188.52,1,26,3,1824,845597,819520,749,13,50,59,4.093995834,11,9,7,14,15,19,32,29,12,5,10,7,14,14,55,22,11,6,27,29,6,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,5.05
188.52,7,34,12,3024,829321,826512,519,15,57,68,3.970246937,9,12,5,7,13,28,47,39,7,6,7,4,9,16,22,14,5,6,27,29,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.98
188.52,1,36,7,1520,828804,823852,670,14,55,80,4.076012588,13,17,11,14,13,17,34,37,16,10,17,9,11,10,47,17,11,7,34,57,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.48
188.52,2,10,66,1223,838884,832570,1686,12,25,2,3.701147632,3,1,2,5,0,1,4,2,0,1,1,0,3,5,2,0,3,2,7,8,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,17.35
186.99,2,20,16,4176,839267,826768,735,14,58,41,4.02491219,7,8,6,7,11,16,23,45,10,5,6,6,6,6,23,23,8,9,24,10,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,5.55
186.99,3,35,2,320,838604,826825,384,14,63,100,4.119805669,12,11,9,12,15,24,28,55,13,15,15,15,10,12,40,32,8,13,32,28,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,4.95
186.99,1,17,1,960,830243,825229,433,15,78,173,4.096324874,19,32,12,23,32,54,41,70,13,15,14,17,19,29,60,46,17,10,50,81,7,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,5.89
186.99,1,15,5,1462,829802,825713,1347,15,77,143,4.009989098,17,31,8,22,32,56,45,69,10,11,11,7,18,23,45,38,14,5,47,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20.5
186.99,2,31,19,6016,828307,825742,830,14,44,20,3.735528676,5,1,3,5,2,6,17,30,2,3,8,3,5,6,21,3,3,1,14,23,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,8.18
186.99,3,21,4,1024,839003,826981,571,15,63,59,4.039766154,8,12,9,8,10,15,22,58,11,9,10,8,11,9,26,21,6,8,21,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.45
186.99,2,19,8,2880,845122,818854,569,14,44,53,3.898007291,11,7,7,10,17,19,10,29,11,4,9,6,10,12,83,13,14,8,20,22,3,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,7.48
186.99,2,20,16,4176,839165,826754,682,14,58,50,3.989356057,6,10,7,8,10,14,22,49,10,6,6,5,7,8,31,22,6,8,21,12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,6.08
186.99,7,35,52,10642,838862,827407,395,15,68,63,4.006889434,9,12,9,8,11,17,23,66,10,9,12,6,12,10,34,29,9,15,33,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5.73
186.99,1,4,14,2406,829348,825417,518,15,68,127,4.016478907,18,15,9,26,27,50,21,55,11,11,6,7,10,23,48,27,12,5,37,53,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,10.69
186.99,5,25,15,2389,823568,824973,599,14,30,9,3.482938667,1,2,3,5,3,2,10,11,0,4,0,1,11,4,4,1,2,0,8,29,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,6.35
186.99,2,6,9,2649,846352,817660,915,11,24,7,3.492544805,1,1,2,2,1,3,0,5,6,0,0,2,2,3,6,0,1,0,7,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,9
186.99,3,26,10,2504,838874,829088,1127,13,32,18,3.76018441,4,6,2,7,3,7,11,17,1,2,1,1,9,9,9,3,2,0,24,9,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,14.38
186.99,2,2,17,1620,835316,833305,1386,15,45,43,3.973340567,4,11,2,9,2,11,14,27,4,2,2,5,8,5,17,10,4,7,14,24,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,28.69
186.99,2,2,38,331,823306,834002,996,14,29,3,3.763034313,3,2,1,3,1,2,12,2,1,0,2,0,5,2,2,2,1,1,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88
186.99,2,34,7,2180,828529,824885,517,14,46,52,3.917356207,9,4,7,8,8,10,21,27,7,3,11,5,6,6,37,12,9,3,30,43,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.59
186.99,3,25,5,2640,812172,816521,706,14,53,33,3.923380041,4,4,9,0,4,10,12,10,2,2,3,3,7,8,23,5,7,5,16,23,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,6.38
186.99,2,27,14,498,836778,826879,985,15,72,80,3.972759134,6,16,5,16,11,18,25,21,6,5,3,1,11,11,24,18,4,4,25,46,4,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,10
186.99,3,22,10,2824,829091,824773,687,15,55,58,3.910652198,14,10,8,13,16,19,15,32,13,7,11,5,11,7,48,15,10,4,29,76,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,8.55
186.99,2,29,2,700,831001,825618,515,14,68,151,4.02601064,14,29,8,21,19,40,47,69,14,21,24,13,27,24,62,38,13,16,49,114,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.44
186.99,2,21,15,6080,818108,835775,575,14,46,93,3.976928946,9,16,12,5,9,20,31,22,14,10,16,10,14,9,70,11,20,15,31,70,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.45
186.99,1,20,9,5540,841221,831442,832,13,47,57,4.139603792,6,14,7,10,11,15,16,18,11,8,13,6,10,8,34,20,8,10,19,40,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,5.76
186.99,7,23,11,2032,841138,831074,930,13,44,34,4.107109762,5,9,7,6,9,13,18,18,11,5,13,6,7,7,28,16,8,10,19,37,2,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,9.45
186.99,2,38,17,4000,830538,826059,518,15,73,157,4.08035121,14,25,6,21,26,46,55,62,15,14,16,14,26,24,50,38,13,8,48,65,4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,6.75
186.99,1,23,5,1526,844209,820344,786,14,56,70,4.080201449,7,4,3,8,9,17,22,26,12,5,7,5,9,11,26,15,7,10,28,29,3,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3
186.99,1,33,3,864,836330,826042,657,14,52,77,4.099587386,7,17,8,8,11,24,41,37,11,8,8,11,9,14,40,27,12,14,35,28,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8.1
186.99,3,16,3,1472,844988,818809,894,14,42,52,3.879298155,12,6,8,9,17,20,8,28,11,4,9,6,11,12,84,12,13,8,18,17,3,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,11.55
186.99,1,28,15,2476,834499,834982,610,14,55,62,4.096681297,5,15,7,6,9,11,20,26,6,11,10,5,13,10,26,30,6,8,25,33,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.8
186.99,1,22,17,6580,818208,834339,668,13,55,52,4.031970612,5,10,8,2,7,12,27,18,17,5,11,7,20,8,35,9,8,6,21,36,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.04
186.99,4,37,3,1680,836079,834807,534,14,56,83,4.139287585,10,21,11,5,15,19,31,33,12,18,11,12,16,9,40,22,13,11,23,53,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.85
186.99,1,24,10,3966,845025,819103,692,14,49,78,3.997890469,13,8,7,10,19,20,17,33,15,5,11,11,12,13,84,19,16,10,26,30,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.58
186.99,2,20,16,4176,839129,826799,682,14,59,50,3.993162549,7,11,7,8,10,14,23,50,11,6,6,4,7,8,32,21,6,9,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6.1
186.99,3,24,7,4256,844845,819297,862,14,53,76,4.040767,12,6,8,11,21,23,25,32,17,5,12,10,12,13,75,20,16,14,31,39,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.18
186.99,3,20,9,5540,841318,831639,593,13,48,59,4.114803221,5,15,6,10,9,13,17,19,10,5,12,6,10,7,34,19,8,11,17,38,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,4.35
186.99,3,50,1,15,836349,826261,600,14,49,65,4.094782814,6,17,7,8,8,23,37,33,9,7,8,7,9,11,30,25,10,11,30,27,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4.6
186.99,7,22,21,6768,844647,820468,516,14,54,67,4.076661126,7,7,3,8,10,20,28,30,16,7,9,6,11,12,29,22,9,12,33,37,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6
186.99,2,29,5,1750,835941,835068,515,14,53,92,4.115734533,10,19,12,4,16,18,33,31,10,17,11,12,14,10,52,27,13,9,24,44,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.46
186.99,2,34,3,672,832285,816420,536,15,66,82,4.013441122,20,25,4,6,7,29,10,20,4,15,5,6,23,22,53,25,13,8,21,34,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4.82
186.99,1,22,12,1606,843210,832019,985,14,34,15,3.820087357,5,1,4,4,4,6,11,9,0,2,2,2,1,4,13,4,1,2,6,21,2,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,9.75
186.99,5,0,66,19267,845705,817495,553,11,25,6,3.57238599,2,2,2,2,1,4,0,5,7,0,0,2,3,3,7,0,2,0,7,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,10.08
186.99,2,6,21,3535,843031,832339,677,14,36,17,3.8885207,4,1,4,4,3,5,9,8,0,2,2,2,1,4,13,4,1,2,6,16,2,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,8.46
186.99,3,28,15,3647,815106,828945,583,15,65,104,4.024799149,15,25,8,4,22,29,26,65,13,8,19,14,22,13,60,34,10,15,44,61,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
186.99,7,11,12,4264,836300,825800,1264,14,52,75,4.097565488,7,16,7,7,11,23,39,40,12,9,8,11,12,14,39,26,13,13,38,35,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.8
186.99,5,11,12,4264,836300,825800,994,14,52,75,4.097565488,7,16,7,7,11,23,39,40,12,9,8,11,12,14,39,26,13,13,38,35,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12
186.99,1,2,30,1982,818039,825857,224,13,23,3,3.362431766,2,1,1,0,2,1,11,16,0,3,0,0,5,6,7,0,3,0,15,11,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,3.98
186.99,2,2,30,1982,818026,825854,358,13,23,3,3.362431766,2,1,1,0,2,1,11,16,0,3,0,0,5,6,7,0,3,0,15,11,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,4.95
186.99,8,2,30,1982,818039,825857,224,13,23,3,3.362431766,2,1,1,0,2,1,11,16,0,3,0,0,5,6,7,0,3,0,15,11,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,3.8
186.99,1,2,30,1982,818026,825854,223,13,23,3,3.362431766,2,1,1,0,2,1,11,16,0,3,0,0,5,6,7,0,3,0,15,11,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,3.98
186.99,3,31,10,3500,842293,831284,515,13,52,69,4.13426961,8,11,9,12,12,15,23,20,10,8,13,8,8,8,36,20,8,11,18,46,5,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,6
186.99,6,2,30,1982,818026,825854,321,13,23,3,3.362431766,2,1,1,0,2,1,11,16,0,3,0,0,5,6,7,0,3,0,15,11,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,5.12
